transaction_id,transaction_date,product_id,store_id,quantity,unit_price,discount,total_amount
101,2024-01-12,146,5,5,13753,500,68265
102,2024-01-13,117,3,5,19853,0,99265
103,2024-01-14,103,4,1,44490,500,43990
104,2024-01-15,108,4,4,23078,0,92312
105,2024-01-16,110,1,2,2181,0,4362
106,2024-01-17,102,2,5,51311,500,256055
107,2024-01-18,145,2,3,56637,500,169411
108,2024-01-19,144,2,5,20812,1000,103060
109,2024-01-20,110,99,1,22680,0,22680
110,2024-01-21,132,1,5,6347,1000,1913
111,2024-01-22,127,3,2,39574,500,78648
112,2024-01-23,112,99,1,31563,1000,30563
113,2024-01-24,105,2,3,24639,500,73417
114,2024-01-25,129,4,5,59725,1000,297625
115,2024-01-26,121,1,4,563,0,2252
116,2024-01-27,131,4,3,17514,1000,51542
117,2024-01-28,112,4,2,5599,500,10698
118,2024-01-29,122,99,3,7648,0,22944
119,2024-01-30,129,3,1,52232,1000,51232
120,2024-01-01,108,3,2,14762,500,446
121,2024-01-02,146,99,3,12303,500,36409
122,2024-01-03,148,5,4,49663,1000,197652
123,2024-01-04,112,2,2,5665,0,11330
124,2024-01-05,121,1,4,3728,1000,13912
125,2024-01-06,107,99,1,15297,500,14797
126,2024-01-07,118,5,5,17836,500,88680
127,2024-01-08,135,1,2,31908,1000,62816
128,2024-01-09,134,2,4,59857,0,239428
129,2024-01-10,138,99,3,57714,0,173142
130,2024-01-11,139,4,5,27934,0,4517
131,2024-01-12,124,3,2,4250,0,8500
132,2024-01-13,105,1,5,31663,1000,157315
133,2024-01-14,117,1,4,5256,0,21024
134,2024-01-15,128,4,3,54322,500,162466
135,2024-01-16,104,4,1,38132,0,38132
136,2024-01-17,125,3,4,20064,1000,79256
137,2024-01-18,135,3,5,5584,500,27420
138,2024-01-19,146,1,3,17376,1000,51128
139,2024-01-20,137,1,2,26581,1000,52162
140,2024-01-21,148,99,4,9706,1000,2090
141,2024-01-22,143,1,5,9564,1000,46820
142,2024-01-23,135,1,1,51721,1000,50721
143,2024-01-24,133,99,1,36037,1000,35037
144,2024-01-25,118,99,3,10841,500,32023
145,2024-01-26,999,99,5,45686,1000,227430
146,2024-01-27,121,99,5,29304,500,146020
147,2024-01-28,134,5,2,13974,0,27948
148,2024-01-29,137,99,1,11384,500,10884
149,2024-01-30,105,2,2,2286,0,4572
150,2024-01-01,140,4,4,31850,500,3854
151,2024-01-02,109,2,5,50371,0,251855
152,2024-01-03,134,99,4,3079,500,11816
153,2024-01-04,117,4,1,55437,500,54937
154,2024-01-05,101,2,3,52380,1000,156140
155,2024-01-06,101,1,2,46894,1000,92788
156,2024-01-07,147,1,4,35348,1000,140392
157,2024-01-08,121,1,4,33390,1000,132560
158,2024-01-09,121,5,1,56378,0,56378
159,2024-01-10,999,1,5,26182,0,130910
160,2024-01-11,145,1,1,33694,500,2705
161,2024-01-12,124,99,2,15398,500,30296
162,2024-01-13,126,1,4,26124,500,103996
163,2024-01-14,126,99,3,15887,1000,46661
164,2024-01-15,106,2,4,24901,1000,98604
165,2024-01-16,118,4,5,32212,500,160560
166,2024-01-17,122,5,3,32848,1000,97544
167,2024-01-18,115,99,4,13466,0,53864
168,2024-01-19,123,5,3,36330,500,108490
169,2024-01-20,137,99,5,8308,0,41540
170,2024-01-21,128,99,2,57228,500,1083
171,2024-01-22,127,1,3,36625,0,109875
172,2024-01-23,130,1,1,32249,0,32249
173,2024-01-24,119,3,1,46532,500,46032
174,2024-01-25,116,99,5,10851,500,53755
175,2024-01-26,131,99,4,49050,500,195700
176,2024-01-27,113,3,1,48906,500,48406
177,2024-01-28,111,2,2,20607,500,40714
178,2024-01-29,125,3,1,38240,0,38240
179,2024-01-30,140,4,2,12408,1000,23816
180,2024-01-01,104,99,2,34665,0,3436
181,2024-01-02,109,5,3,18846,500,56038
182,2024-01-03,137,5,1,54461,1000,53461
183,2024-01-04,129,1,3,30595,500,91285
184,2024-01-05,134,5,3,19030,0,57090
185,2024-01-06,111,1,5,27255,500,135775
186,2024-01-07,123,99,4,21991,0,87964
187,2024-01-08,143,1,2,45342,1000,89684
188,2024-01-09,130,99,5,21915,0,109575
189,2024-01-10,150,5,4,33492,0,133968
190,2024-01-11,999,1,4,53168,0,1041
191,2024-01-12,149,99,1,39025,0,39025
192,2024-01-13,122,2,3,38135,1000,113405
193,2024-01-14,138,4,5,51055,1000,254275
194,2024-01-15,145,2,3,15679,500,46537
195,2024-01-16,110,3,5,49881,0,249405
196,2024-01-17,117,5,5,44087,500,219935
197,2024-01-18,135,3,3,30047,500,89641
198,2024-01-19,143,99,2,43243,0,86486
199,2024-01-20,123,99,5,46020,1000,229100
200,2024-01-21,128,3,5,50048,500,1219
201,2024-01-22,146,2,4,14624,0,58496
202,2024-01-23,148,3,5,33721,1000,167605
203,2024-01-24,135,2,1,4166,0,4166
204,2024-01-25,133,5,1,35081,1000,34081
205,2024-01-26,140,3,1,6205,500,5705
206,2024-01-27,110,3,4,22917,500,91168
207,2024-01-28,128,3,5,13328,500,66140
208,2024-01-29,112,3,2,36879,1000,72758
209,2024-01-30,117,5,5,13107,1000,64535
210,2024-01-01,146,5,2,10046,0,4636
211,2024-01-02,103,1,5,8472,0,42360
212,2024-01-03,135,4,5,24086,0,120430
213,2024-01-04,115,5,5,1284,1000,5420
214,2024-01-05,120,2,5,54289,500,270945
215,2024-01-06,143,99,1,24164,1000,23164
216,2024-01-07,104,1,3,20536,500,61108
217,2024-01-08,110,4,2,55916,0,111832
218,2024-01-09,132,3,5,58888,500,293940
219,2024-01-10,102,5,3,48085,1000,143255
220,2024-01-11,149,1,5,54189,1000,4077
221,2024-01-12,115,1,3,33279,1000,98837
222,2024-01-13,137,99,3,44953,0,134859
223,2024-01-14,110,4,3,25871,0,77613
224,2024-01-15,105,4,2,58932,0,117864
225,2024-01-16,143,3,1,19430,1000,18430
226,2024-01-17,131,5,4,54237,500,216448
227,2024-01-18,130,3,4,4353,0,17412
228,2024-01-19,120,2,2,22909,1000,44818
229,2024-01-20,124,5,3,11073,1000,32219
230,2024-01-21,129,1,4,15078,500,1902
231,2024-01-22,116,3,4,41424,1000,164696
232,2024-01-23,112,5,3,26511,500,79033
233,2024-01-24,120,1,1,56518,0,56518
234,2024-01-25,101,99,5,34499,0,172495
235,2024-01-26,149,3,2,30327,0,60654
236,2024-01-27,136,4,5,33634,500,167670
237,2024-01-28,101,4,2,1853,500,3206
238,2024-01-29,119,2,4,9123,1000,35492
239,2024-01-30,115,1,1,50357,500,49857
240,2024-01-01,142,1,2,14369,0,1804
241,2024-01-02,149,1,5,30091,0,150455
242,2024-01-03,999,2,3,5565,1000,15695
243,2024-01-04,132,99,2,26415,0,52830
244,2024-01-05,126,1,3,26584,0,79752
245,2024-01-06,139,1,5,39705,500,198025
246,2024-01-07,124,99,2,29519,500,58538
247,2024-01-08,108,5,2,14289,0,28578
248,2024-01-09,127,99,2,26262,500,52024
249,2024-01-10,147,5,1,35440,500,34940
250,2024-01-11,122,99,5,42425,1000,3445
251,2024-01-12,129,2,4,18191,0,72764
252,2024-01-13,143,3,1,21673,1000,20673
253,2024-01-14,127,99,2,51165,0,102330
254,2024-01-15,112,1,2,52195,0,104390
255,2024-01-16,148,2,2,1247,1000,1494
256,2024-01-17,137,4,5,3655,500,17775
257,2024-01-18,146,99,2,52169,0,104338
258,2024-01-19,117,3,4,12897,1000,50588
259,2024-01-20,143,2,4,37998,1000,150992
260,2024-01-21,146,3,3,29968,1000,3267
261,2024-01-22,125,1,1,56189,500,55689
262,2024-01-23,123,4,4,35716,500,142364
263,2024-01-24,141,4,2,25511,500,50522
264,2024-01-25,137,1,5,11680,500,57900
265,2024-01-26,144,1,3,32280,0,96840
266,2024-01-27,112,2,1,36687,1000,35687
267,2024-01-28,131,5,4,25295,1000,100180
268,2024-01-29,110,2,1,20497,0,20497
269,2024-01-30,104,99,2,13163,500,25826
270,2024-01-01,122,99,2,58976,0,1530
271,2024-01-02,999,1,4,59112,1000,235448
272,2024-01-03,139,1,5,21137,1000,104685
273,2024-01-04,107,4,3,45309,0,135927
274,2024-01-05,132,4,4,9813,0,39252
275,2024-01-06,107,99,2,36890,1000,72780
276,2024-01-07,147,5,4,12513,0,50052
277,2024-01-08,148,2,4,5983,1000,22932
278,2024-01-09,115,1,1,46476,0,46476
279,2024-01-10,133,5,4,14349,500,56896
280,2024-01-11,137,4,3,10362,500,3510
281,2024-01-12,135,3,3,56631,1000,168893
282,2024-01-13,148,2,3,14391,500,42673
283,2024-01-14,134,1,2,9740,0,19480
284,2024-01-15,120,3,4,9710,1000,37840
285,2024-01-16,147,3,1,33537,1000,32537
286,2024-01-17,134,1,5,34248,0,171240
287,2024-01-18,110,5,4,14318,1000,56272
288,2024-01-19,125,1,3,28458,1000,84374
289,2024-01-20,146,4,5,34512,500,172060
290,2024-01-21,125,1,4,59387,500,2258
291,2024-01-22,139,1,3,22945,500,68335
292,2024-01-23,145,4,5,11670,0,58350
293,2024-01-24,133,5,3,7021,500,20563
294,2024-01-25,104,4,2,38978,0,77956
295,2024-01-26,114,5,5,31251,1000,155255
296,2024-01-27,142,3,5,21000,1000,104000
297,2024-01-28,128,4,3,35353,1000,105059
298,2024-01-29,114,2,5,7515,0,37575
299,2024-01-30,140,4,3,6786,1000,19358
300,2024-01-01,104,4,1,18730,500,2141
301,2024-01-02,119,99,4,51361,1000,204444
302,2024-01-03,107,4,2,1043,0,2086
303,2024-01-04,107,4,3,22349,0,67047
304,2024-01-05,132,3,2,50500,500,100500
305,2024-01-06,144,4,1,5436,1000,4436
306,2024-01-07,109,1,4,16153,0,64612
307,2024-01-08,113,3,1,5589,0,5589
308,2024-01-09,121,2,4,27866,1000,110464
309,2024-01-10,129,3,3,48463,500,144889
310,2024-01-11,120,1,1,15827,1000,4476
311,2024-01-12,122,1,2,33440,1000,65880
312,2024-01-13,111,1,4,53694,1000,213776
313,2024-01-14,134,2,3,49508,500,148024
314,2024-01-15,132,5,2,44677,0,89354
315,2024-01-16,134,1,2,48624,0,97248
316,2024-01-17,132,99,3,28895,500,86185
317,2024-01-18,111,99,2,47351,0,94702
318,2024-01-19,106,2,2,19312,0,38624
319,2024-01-20,116,2,1,28169,500,27669
320,2024-01-21,105,1,2,35741,1000,2280
321,2024-01-22,150,99,3,2397,0,7191
322,2024-01-23,118,1,5,9267,500,45835
323,2024-01-24,147,99,1,53934,0,53934
324,2024-01-25,114,5,5,32678,500,162890
325,2024-01-26,125,99,5,27318,1000,135590
326,2024-01-27,111,3,4,25579,0,102316
327,2024-01-28,121,4,1,10146,0,10146
328,2024-01-29,120,4,1,17655,1000,16655
329,2024-01-30,148,99,5,1508,1000,6540
330,2024-01-01,108,3,4,51347,500,856
331,2024-01-02,113,5,4,17192,0,68768
332,2024-01-03,143,99,4,41740,500,166460
333,2024-01-04,106,99,5,20509,1000,101545
334,2024-01-05,145,99,1,41431,1000,40431
335,2024-01-06,136,1,1,52590,1000,51590
336,2024-01-07,139,4,1,8837,500,8337
337,2024-01-08,130,99,5,22372,500,111360
338,2024-01-09,118,99,3,14818,1000,43454
339,2024-01-10,120,2,4,13191,500,52264
340,2024-01-11,147,2,4,32094,500,3277
341,2024-01-12,109,1,2,13243,0,26486
342,2024-01-13,144,3,1,38926,0,38926
343,2024-01-14,147,5,2,59323,0,118646
344,2024-01-15,129,4,4,11053,1000,43212
345,2024-01-16,126,1,1,40672,1000,39672
346,2024-01-17,103,99,3,54555,0,163665
347,2024-01-18,128,3,1,58047,500,57547
348,2024-01-19,115,1,3,50194,500,150082
349,2024-01-20,111,5,4,18382,0,73528
350,2024-01-21,144,2,5,38440,500,2745
351,2024-01-22,132,3,4,57894,500,231076
352,2024-01-23,105,2,1,16868,1000,15868
353,2024-01-24,105,5,2,2127,0,4254
354,2024-01-25,124,99,5,49888,500,248940
355,2024-01-26,146,4,4,3128,500,12012
356,2024-01-27,101,99,2,32072,1000,63144
357,2024-01-28,111,99,4,37561,500,149744
358,2024-01-29,149,1,3,50634,1000,150902
359,2024-01-30,130,5,5,58436,0,292180
360,2024-01-01,112,5,4,8084,1000,3979
361,2024-01-02,121,2,2,50275,500,100050
362,2024-01-03,112,4,4,40612,0,162448
363,2024-01-04,133,2,3,20972,500,62416
364,2024-01-05,127,2,5,45493,500,226965
365,2024-01-06,145,99,4,57041,0,228164
366,2024-01-07,102,1,2,59692,500,118884
367,2024-01-08,147,5,4,4200,500,16300
368,2024-01-09,111,1,2,52448,0,104896
369,2024-01-10,145,2,3,37243,1000,110729
370,2024-01-11,999,99,2,48743,1000,4446
371,2024-01-12,125,99,2,36326,1000,71652
372,2024-01-13,121,99,4,37956,1000,150824
373,2024-01-14,120,5,2,13221,0,26442
374,2024-01-15,130,4,2,24842,500,49184
375,2024-01-16,123,2,5,13681,1000,67405
376,2024-01-17,148,99,2,2003,0,4006
377,2024-01-18,112,5,2,24076,500,47652
378,2024-01-19,117,99,5,18158,500,90290
379,2024-01-20,106,2,3,58029,0,174087
380,2024-01-21,149,4,4,11388,1000,2968
381,2024-01-22,138,5,2,29227,500,57954
382,2024-01-23,104,4,5,9574,500,47370
383,2024-01-24,147,4,1,55997,500,55497
384,2024-01-25,119,3,4,21877,1000,86508
385,2024-01-26,103,5,1,13909,500,13409
386,2024-01-27,102,3,4,26765,500,106560
387,2024-01-28,143,3,2,23447,500,46394
388,2024-01-29,145,5,4,3632,1000,13528
389,2024-01-30,113,99,5,28995,0,144975
390,2024-01-01,110,1,2,10802,0,3533
391,2024-01-02,123,4,5,41834,500,208670
392,2024-01-03,136,1,2,23535,500,46570
393,2024-01-04,130,5,1,23005,500,22505
394,2024-01-05,108,5,1,34766,1000,33766
395,2024-01-06,109,2,4,32261,500,128544
396,2024-01-07,106,3,3,35607,0,106821
397,2024-01-08,118,1,1,45868,1000,44868
398,2024-01-09,108,2,1,57047,1000,56047
399,2024-01-10,106,4,2,22136,0,44272
400,2024-01-11,102,99,1,11960,0,1272
401,2024-01-12,136,4,3,21311,0,63933
402,2024-01-13,142,1,2,57659,1000,114318
403,2024-01-14,109,3,1,46307,500,45807
404,2024-01-15,149,99,5,41759,1000,207795
405,2024-01-16,139,3,4,18099,0,72396
406,2024-01-17,148,5,2,15473,500,30446
407,2024-01-18,133,4,3,17409,500,51727
408,2024-01-19,142,5,3,41699,1000,124097
409,2024-01-20,143,3,5,31672,1000,157360
410,2024-01-21,147,3,4,10372,500,1768
411,2024-01-22,131,5,4,18518,500,73572
412,2024-01-23,113,4,1,19474,0,19474
413,2024-01-24,141,4,5,22063,0,110315
414,2024-01-25,134,3,5,57632,0,288160
415,2024-01-26,148,5,4,30493,1000,120972
416,2024-01-27,121,3,3,23006,1000,68018
417,2024-01-28,140,2,3,34386,500,102658
418,2024-01-29,118,99,2,3299,500,6098
419,2024-01-30,128,99,3,55394,1000,165182
420,2024-01-01,123,4,3,39045,1000,1812
421,2024-01-02,142,3,1,36230,1000,35230
422,2024-01-03,142,4,1,14756,0,14756
423,2024-01-04,115,4,3,48891,1000,145673
424,2024-01-05,110,3,3,12842,1000,37526
425,2024-01-06,145,2,2,42230,1000,83460
426,2024-01-07,121,5,5,11700,0,58500
427,2024-01-08,131,3,3,26708,500,79624
428,2024-01-09,133,4,2,21438,500,42376
429,2024-01-10,132,2,3,22433,0,67299
430,2024-01-11,138,4,4,19856,500,280
431,2024-01-12,114,4,2,56193,0,112386
432,2024-01-13,125,99,2,57732,500,114964
433,2024-01-14,113,5,4,20380,1000,80520
434,2024-01-15,110,1,4,56902,1000,226608
435,2024-01-16,145,3,2,29906,1000,58812
436,2024-01-17,139,4,2,42753,1000,84506
437,2024-01-18,145,99,1,4549,0,4549
438,2024-01-19,132,3,4,42448,1000,168792
439,2024-01-20,130,3,3,47461,500,141883
440,2024-01-21,138,1,3,13692,500,4824
441,2024-01-22,122,1,1,21376,1000,20376
442,2024-01-23,109,4,1,27535,1000,26535
443,2024-01-24,109,2,4,41949,1000,166796
444,2024-01-25,148,2,1,18280,1000,17280
445,2024-01-26,111,4,5,34488,500,171940
446,2024-01-27,111,3,3,22604,1000,66812
447,2024-01-28,132,5,4,883,0,3532
448,2024-01-29,102,4,1,54659,1000,53659
449,2024-01-30,119,2,3,51930,0,155790
450,2024-01-01,118,99,3,11999,0,2547
451,2024-01-02,132,4,1,46769,0,46769
452,2024-01-03,121,3,2,38928,500,77356
453,2024-01-04,140,1,3,24745,1000,73235
454,2024-01-05,120,2,5,43665,1000,217325
455,2024-01-06,124,1,4,43092,0,172368
456,2024-01-07,147,4,3,29891,500,89173
457,2024-01-08,134,1,3,47671,1000,142013
458,2024-01-09,130,1,3,39955,1000,118865
459,2024-01-10,999,3,4,21900,500,87100
460,2024-01-11,107,2,5,6773,1000,3966
461,2024-01-12,141,2,5,14616,500,72580
462,2024-01-13,121,5,5,24359,500,121295
463,2024-01-14,101,5,1,26066,1000,25066
464,2024-01-15,126,1,1,36782,1000,35782
465,2024-01-16,130,2,2,4249,500,7998
466,2024-01-17,119,1,4,59082,500,235828
467,2024-01-18,135,5,2,35559,500,70618
468,2024-01-19,119,1,3,45611,500,136333
469,2024-01-20,119,2,2,50445,500,100390
470,2024-01-21,136,2,3,36089,1000,1856
471,2024-01-22,139,99,3,49372,0,148116
472,2024-01-23,119,99,1,19708,1000,18708
473,2024-01-24,145,1,3,42414,500,126742
474,2024-01-25,103,99,1,27757,1000,26757
475,2024-01-26,146,4,5,33004,500,164520
476,2024-01-27,109,3,1,18319,0,18319
477,2024-01-28,106,1,5,4620,1000,22100
478,2024-01-29,123,2,3,36265,1000,107795
479,2024-01-30,135,4,3,17616,0,52848
480,2024-01-01,140,1,5,43037,0,1684
481,2024-01-02,133,4,2,27712,0,55424
482,2024-01-03,999,4,3,12079,0,36237
483,2024-01-04,112,5,4,21548,0,86192
484,2024-01-05,104,99,5,37856,1000,188280
485,2024-01-06,121,5,4,4279,0,17116
486,2024-01-07,137,99,4,46273,0,185092
487,2024-01-08,118,1,5,58578,0,292890
488,2024-01-09,112,3,5,54750,0,273750
489,2024-01-10,101,3,3,48674,0,146022
490,2024-01-11,125,5,4,44288,0,504
491,2024-01-12,112,4,1,25721,0,25721
492,2024-01-13,120,1,1,49004,1000,48004
493,2024-01-14,118,2,1,16649,0,16649
494,2024-01-15,147,1,4,52822,0,211288
495,2024-01-16,108,4,5,25761,500,128305
496,2024-01-17,116,5,1,23104,0,23104
497,2024-01-18,129,4,2,21320,500,42140
498,2024-01-19,124,2,4,56011,0,224044
499,2024-01-20,136,4,2,789,500,1078
500,2024-01-21,109,99,5,49692,500,4429
501,2024-01-22,119,2,1,37665,1000,36665
502,2024-01-23,115,99,1,15312,500,14812
503,2024-01-24,129,1,2,41500,500,82500
504,2024-01-25,149,5,4,7706,0,30824
505,2024-01-26,146,5,5,20047,500,99735
506,2024-01-27,144,2,3,43703,1000,130109
507,2024-01-28,124,99,3,53068,0,159204
508,2024-01-29,150,4,5,37069,1000,184345
509,2024-01-30,144,99,1,19383,1000,18383
510,2024-01-01,147,1,4,50042,500,685
511,2024-01-02,137,99,5,46821,1000,233105
512,2024-01-03,111,2,1,42289,1000,41289
513,2024-01-04,112,2,5,34713,0,173565
514,2024-01-05,139,4,1,40616,0,40616
515,2024-01-06,120,4,1,48679,500,48179
516,2024-01-07,145,99,1,51018,500,50518
517,2024-01-08,102,1,2,6203,0,12406
518,2024-01-09,138,4,5,33141,1000,164705
519,2024-01-10,136,3,3,25775,0,77325
520,2024-01-11,140,2,2,50384,0,147
521,2024-01-12,999,3,1,48165,500,47665
522,2024-01-13,101,1,5,31938,0,159690
523,2024-01-14,108,1,2,32011,1000,63022
524,2024-01-15,142,99,2,52698,0,105396
525,2024-01-16,131,2,5,58437,500,291685
526,2024-01-17,140,5,5,43548,0,217740
527,2024-01-18,122,5,5,17638,0,88190
528,2024-01-19,119,1,2,7584,500,14668
529,2024-01-20,146,5,4,7364,0,29456
530,2024-01-21,104,1,4,22191,0,1595
531,2024-01-22,114,4,2,53126,1000,105252
532,2024-01-23,101,3,5,55145,500,275225
533,2024-01-24,142,1,4,33277,500,132608
534,2024-01-25,130,99,2,28400,0,56800
535,2024-01-26,999,2,3,44678,1000,133034
536,2024-01-27,118,5,3,35473,1000,105419
537,2024-01-28,103,5,4,48777,0,195108
538,2024-01-29,146,1,2,16082,1000,31164
539,2024-01-30,129,5,4,23636,500,94044
540,2024-01-01,116,5,4,18494,1000,225
541,2024-01-02,102,2,1,57446,1000,56446
542,2024-01-03,120,4,5,15687,1000,77435
543,2024-01-04,128,1,5,20418,1000,101090
544,2024-01-05,103,4,5,18268,1000,90340
545,2024-01-06,127,99,2,6490,0,12980
546,2024-01-07,145,1,4,53779,500,214616
547,2024-01-08,147,5,2,40467,500,80434
548,2024-01-09,999,99,3,43293,0,129879
549,2024-01-10,128,99,1,59082,500,58582
550,2024-01-11,135,1,4,3743,0,2161
551,2024-01-12,144,3,2,12816,500,25132
552,2024-01-13,109,4,2,19553,1000,38106
553,2024-01-14,145,4,1,4298,500,3798
554,2024-01-15,129,4,4,52695,1000,209780
555,2024-01-16,112,4,3,23816,1000,70448
556,2024-01-17,142,99,5,25514,0,127570
557,2024-01-18,134,99,2,45809,1000,90618
558,2024-01-19,146,3,1,40189,1000,39189
559,2024-01-20,111,4,2,31444,500,62388
560,2024-01-21,105,5,2,29109,0,1299
561,2024-01-22,144,5,2,31955,500,63410
562,2024-01-23,106,5,5,7886,500,38930
563,2024-01-24,107,5,5,5788,0,28940
564,2024-01-25,135,3,1,19410,1000,18410
565,2024-01-26,131,4,5,47230,500,235650
566,2024-01-27,108,2,3,12393,1000,36179
567,2024-01-28,106,5,3,58477,1000,174431
568,2024-01-29,141,5,5,4448,500,21740
569,2024-01-30,128,1,4,56611,0,226444
570,2024-01-01,109,2,1,7708,0,2822
571,2024-01-02,148,3,3,22017,1000,65051
572,2024-01-03,117,3,3,49830,1000,148490
573,2024-01-04,108,4,4,37109,500,147936
574,2024-01-05,120,99,2,12506,0,25012
575,2024-01-06,142,3,2,48947,0,97894
576,2024-01-07,115,4,2,24222,1000,47444
577,2024-01-08,125,1,2,42109,1000,83218
578,2024-01-09,136,1,1,5449,500,4949
579,2024-01-10,113,99,2,31299,500,62098
580,2024-01-11,105,5,2,26619,1000,2303
581,2024-01-12,121,1,1,38335,500,37835
582,2024-01-13,125,3,3,24211,500,72133
583,2024-01-14,105,5,1,17085,1000,16085
584,2024-01-15,139,5,3,57817,500,172951
585,2024-01-16,145,5,1,58253,500,57753
586,2024-01-17,111,1,5,38585,500,192425
587,2024-01-18,108,1,5,52498,0,262490
588,2024-01-19,136,5,5,26429,0,132145
589,2024-01-20,112,5,5,53701,0,268505
590,2024-01-21,999,1,1,6904,1000,256
591,2024-01-22,126,4,2,17855,0,35710
592,2024-01-23,102,2,4,26355,500,104920
593,2024-01-24,131,1,1,31654,500,31154
594,2024-01-25,109,5,1,10070,500,9570
595,2024-01-26,110,4,5,51995,0,259975
596,2024-01-27,124,4,3,51654,0,154962
597,2024-01-28,137,5,4,15788,500,62652
